name,address,type_of_place,rating,reviews,contact,url
The NorthCap University,"Huda, Sector 23A, Gurugram, Haryana 122017",Universities in india,4.0,(763),0124 236 5811,"https://www.google.com/maps/place/The+NorthCap+University/@28.6050622,76.9289338,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d199c98e90ff1:0x8b2aa76c53fb738e!8m2!3d28.5036218!4d77.049855!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VReWRXSkRiSGxuUlJBQuABAA!16s%2Fm%2F0glnr8d?entry=ttu"
SGT University,"Gurgaon-Badli Road Chandu, Budhera, Gurugram, Haryana 122505",Universities in india,4.1,"(2,959)",1800 102 5661,"https://www.google.com/maps/place/SGT+University/@28.4817689,76.6023073,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d14493fffffff:0xc0cc5b9b791204ca!8m2!3d28.4817689!4d76.9071779!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEScHJpdmF0ZV91bml2ZXJzaXR5mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5wY0RScU1ETm5SUkFC4AEA!16s%2Fm%2F0zdk14v?entry=ttu"
Dr. B. R. Ambedkar University Delhi,"M67M+3H7 Campus, AUD, Lothian Rd, Kashmere Gate, Delhi, 110006",Universities in india,4.3,(384),011 2386 3743,"https://www.google.com/maps/place/Dr.+B.+R.+Ambedkar+University+Delhi/@28.4817689,76.6023073,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390cfd046c4c64eb:0xe51390adc10d61fa!8m2!3d28.6626609!4d77.2339264!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VORE5qUnRVMmQzUlJBQuABAA!16s%2Fm%2F09gj3mc?entry=ttu"
Indian Institute Of Technology Delhi (IIT Delhi),"IIT Delhi Main Rd, IIT Campus, Hauz Khas, New Delhi, Delhi 110016",Universities in india,4.7,"(4,411)",011 2659 7135,"https://www.google.com/maps/place/Indian+Institute+Of+Technology+Delhi+(IIT+Delhi)/@28.6626609,76.9290558,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1df6b9055fb5:0x81c10b266b1ea3c0!8m2!3d28.545718!4d77.1927679!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEDaXV0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJvZUZCSGFTMUJSUkFC4AEA!16zL20vMDNmXzQ0?entry=ttu"
Manav Rachna International Institute Of Research And Studies,"Manav Rachna Campus Rd, Gadakhor Basti Village, Sector 43, Faridabad, Haryana 121004",Universities in india,4.1,"(1,864)",0129 425 9000,"https://www.google.com/maps/place/Manav+Rachna+International+Institute+Of+Research+And+Studies/@28.6626609,76.9290558,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce0ab6fec0aab:0x87c9e10e1ae0b0fc!8m2!3d28.4503781!4d77.2837474!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSMWJWQXlXSHBuUlJBQuABAA!16s%2Fm%2F0glp0dd?entry=ttu"
"National Law University, Delhi","H2XF+V8C, Golf Course Rd, Pocket 1, Sector 14 Dwarka, Dwarka, New Delhi, Delhi, 110078",Universities in india,4.6,(377),011 2803 4257,"https://www.google.com/maps/place/National+Law+University,+Delhi/@28.5996751,76.7183816,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1ab225b1b96f:0xc054bf6135b935bd!8m2!3d28.5996751!4d77.0232522!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgERcHVibGljX3VuaXZlcnNpdHmaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTmxhbUpRU0VabkVBReABAA!16s%2Fm%2F04zz8kh?entry=ttu"
PDM University,"Sector 3A, Bahadurgarh, Sarai Aurangabad, Beri Road, Haryana 124507",Universities in india,3.5,(940),1800 180 6600,"https://www.google.com/maps/place/PDM+University/@28.5996751,76.7183816,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d0b8bdd0d4dbd:0x676590a4f8ccce18!8m2!3d28.6873313!4d76.8897779!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEScHJpdmF0ZV91bml2ZXJzaXR5mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5DTlhWMmNWUjNFQUXgAQA!16s%2Fg%2F11cn3cl_88?entry=ttu"
"The Central Sanskrit University - New Delhi, India","56-57, Janakpuri Institutional Area, Janakpuri, New Delhi, Delhi, 110058",Universities in india,4.5,(196),011 2852 1994,"https://www.google.com/maps/place/The+Central+Sanskrit+University+-+New+Delhi,+India/@28.5996751,76.7183816,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1caa9a7479bf:0x69251cf64adf585!8m2!3d28.6105978!4d77.1030244!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgERcHVibGljX3VuaXZlcnNpdHmaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjRjazlwTWxWUkVBReABAA!16s%2Fg%2F11b6jk7drb?entry=ttu"
JAYPEE INSTITUTE OF INFORMATION TECHNOLOGY,"A 10, A Block, Block A, Industrial Area, Sector 62, Noida, Uttar Pradesh 201309",Universities in india,4.1,(893),0120 240 0973,"https://www.google.com/maps/place/JAYPEE+INSTITUTE+OF+INFORMATION+TECHNOLOGY/@28.631209,77.0660378,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce551491b3ce7:0x7335d9fcfd4d9db0!8m2!3d28.631209!4d77.3709084!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEHY29sbGVnZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNMmNtSkxTR2hCUlJBQuABAA!16zL20vMDlqcXJt?entry=ttu"
Indira Gandhi National Open University,"93, Maidan Garhi Rd, Maidan Garhi, New Delhi, Delhi 110068",Universities in india,3.7,"(3,511)",011 2957 2513,"https://www.google.com/maps/place/Indira+Gandhi+National+Open+University/@28.631209,77.0660378,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce1de5ee6fbed:0x17e4392a594a1e19!8m2!3d28.503153!4d77.1987374!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEPb3Blbl91bml2ZXJzaXR5mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJvYTA1dFVtUlJFQUXgAQA!16zL20vMDNqNnFf?entry=ttu"
Maharishi University of Information Technology Noida,"Maharishi Nagar, Entry : Gate No 4, opp. Sec 110, Noida, Uttar Pradesh 201304",Universities in india,4.1,(368),098702 00341,"https://www.google.com/maps/place/Maharishi+University+of+Information+Technology+Noida/@28.631209,77.0660378,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce8ba85555525:0x7bb4aa0809ceeddd!8m2!3d28.5335411!4d77.3850667!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOcWR5MXFablYzUlJBQuABAA!16s%2Fg%2F11cn0t8fzd?entry=ttu"
Jamia Hamdard University,"G782+55X, Mehrauli - Badarpur Rd, near Batra Hospital, Block D, Hamdard Nagar, New Delhi, Delhi 110062",Universities in india,4.3,"(2,900)",011 2605 9688,"https://www.google.com/maps/place/Jamia+Hamdard+University/@28.631209,77.0660378,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce17200f30e01:0xa21a99247ddc4c4c!8m2!3d28.5154778!4d77.2504898!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSRGIyUlFPR2RCUlJBQuABAA!16zL20vMGJ3N3cy?entry=ttu"
"CollegeSakha - Top Colleges, Universities & Institutes in india","2nd floor, D-13, near Byju's building, Sector 3, Noida, Uttar Pradesh 201301",Universities in india,5.0,(29),093105 67387,"https://www.google.com/maps/place/CollegeSakha+-+Top+Colleges,+Universities+%26+Institutes+in+india/@28.631209,77.0660378,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce568b102cc27:0xba579aabb4ab0d52!8m2!3d28.5831255!4d77.3195656!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEHY29sbGVnZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUGFrbG1NekpCUlJBQuABAA!16s%2Fg%2F11r9fb1lpx?entry=ttu"
The University of Chicago Center in Delhi,"J6H7+R94, Ground Floor, DLF Capitol Point Building, Baba Kharak Singh Marg, Near Hanuman Temple, Connaught Place, New Delhi, Delhi 110001",Universities in india,4.7,(46),011 6619 0200,"https://www.google.com/maps/place/The+University+of+Chicago+Center+in+Delhi/@28.631209,77.0660378,11z/data=!3m1!5s0x390cfd49684e6a83:0x1b88962fa05aabdd!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390cfd4969ee811d:0x15131c57bca24cf5!8m2!3d28.6295199!4d77.2134418!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSAQp1bml2ZXJzaXR54AEA!16s%2Fg%2F11cks2fyz1?entry=ttu"
Guru Gobind Singh Indraprastha University,"Sector 16 C, Dwarka, New Delhi, Delhi, 110078",Universities in india,3.8,"(1,406)",011 2530 2170,"https://www.google.com/maps/place/Guru+Gobind+Singh+Indraprastha+University/@28.5946224,76.7165352,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1aafdb891567:0x10d270731c930a87!8m2!3d28.5946224!4d77.0214058!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgERcHVibGljX3VuaXZlcnNpdHmaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXlNRjl4Wld4QlJSQULgAQA!16zL20vMDd5dDg4?entry=ttu"
Deakin University South Asia,"Unit 203, Square One, 2nd Floor Plot No. C2, Saket District Place, Saket, New Delhi, Delhi 110017",Universities in india,3.4,(37),011 2654 4700,"https://www.google.com/maps/place/Deakin+University+South+Asia/@28.5946224,76.7165352,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce26dc60e9f95:0x987112c6e7c160cf!8m2!3d28.52692!4d77.2201236!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSAQp1bml2ZXJzaXR54AEA!16s%2Fg%2F1twyxxtx?entry=ttu"
University of Delhi,"M6P6+V4G, University Enclave, New Delhi, Delhi, 110007",Universities in india,4.2,(421),011 2766 7771,"https://www.google.com/maps/place/University+of+Delhi/@28.5946224,76.7165352,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d02fb1167573b:0x121586805e4c18e2!8m2!3d28.687193!4d77.210336!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOeGFFOHpiazVCRUFF4AEA!16s%2Fg%2F1tm1nvcv?entry=ttu"
Indian Law Institute,"Bhagwan Das Rd, opp. Supreme Court of India, Government Officers Colony, India Gate, New Delhi, Delhi 110001",Universities in india,4.5,(182),011 2307 3295,"https://www.google.com/maps/place/Indian+Law+Institute/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce2d5d6c642b7:0x73a397be2bb0a3f8!8m2!3d28.6196718!4d77.2385452!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSAQpsYXdfc2Nob29s4AEA!16s%2Fm%2F028291s?entry=ttu"
NIEPA,"Sri Aurobindo Marg, NCERT Campus, Katwaria Sarai, New Delhi, Delhi 110016",Universities in india,4.4,(156),011 2654 4820,"https://www.google.com/maps/place/NIEPA/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1df84b62eabb:0x6b110a08c5373826!8m2!3d28.5388635!4d77.1918479!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOb01uUnRNblpCUlJBQuABAA!16s%2Fm%2F0121l76g?entry=ttu"
Indian Institute of Heritage (National Museum Institute)(NOIDA CAMPUS),"A-19, A Block, Block A, Industrial Area, Sector 62, Noida, Uttar Pradesh 201309",Universities in india,4.5,(49),N/A,"https://www.google.com/maps/place/Indian+Institute+of+Heritage+(National+Museum+Institute)(NOIDA+CAMPUS)/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce550312a3ac5:0x8702a597ad90ef29!8m2!3d28.6285403!4d77.3681534!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSAQp1bml2ZXJzaXR54AEA!16s%2Fg%2F11fxzks3bf?entry=ttu"
"ICFAI University, Sikkim","Office No-716-716, Hemkunth Chambers, Building Number-89, Nehru Place, Near Paras Cinema, New Delhi, Delhi 110019",Universities in india,4.5,(13),082913 03030,"https://www.google.com/maps/place/ICFAI+University,+Sikkim/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce3c4b0edc9a9:0xe14458ec26a24f3b!8m2!3d28.547422!4d77.256805!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSAQ9vcGVuX3VuaXZlcnNpdHngAQA!16s%2Fg%2F11xmv2j26?entry=ttu"
Northumbria University India Office,"9a, DLF Cyber City Rd, DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122022",Universities in india,4.6,(5),011 2616 4971,"https://www.google.com/maps/place/Northumbria+University+India+Office/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1d8405555567:0x86001c8ec162952a!8m2!3d28.4959783!4d77.0932079!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSAQp1bml2ZXJzaXR54AEA!16s%2Fg%2F12cpm2ml1?entry=ttu"
"University of Delhi, Department of Modern Indian Language And Literary Studies","M6R6+87M Faculty of Arts, University of Delhi, Chhatra Marg, University Enclave, New Delhi, Delhi, 110007",Universities in india,5.0,(1),N/A,"https://www.google.com/maps/place/University+of+Delhi,+Department+of+Modern+Indian+Language+And+Literary+Studies/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390cfdc550a99365:0xec9ea1e24973bba9!8m2!3d28.6908342!4d77.2106637!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSARFwdWJsaWNfdW5pdmVyc2l0eeABAA!16s%2Fg%2F11f9_vtnhf?entry=ttu"
Guru Gobind Singh Indraprastha University (East Delhi Campus),"near The Leela Ambience Convention Hotel, Vishwas Nagar Extension, Vishwas Nagar, Surajmal Vihar, Delhi, 110092",Universities in india,4.4,(204),011 2530 2170,"https://www.google.com/maps/place/Guru+Gobind+Singh+Indraprastha+University+(East+Delhi+Campus)/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390cfb2d97ff9653:0xa236359e084edd43!8m2!3d28.6655215!4d77.3029646!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgERcHVibGljX3VuaXZlcnNpdHmaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTjViVmxEUWw5QlJSQULgAQA!16s%2Fg%2F11h1k5bznx?entry=ttu"
Netaji Subhas University of Technology,"Azad Hind Fauj Marg, Dwarka Sector-3, Dwarka, Delhi, 110078",Universities in india,4.4,"(2,060)",011 2500 0268,"https://www.google.com/maps/place/Netaji+Subhas+University+of+Technology/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d05dd375e5a13:0x108adaa3abe4bd07!8m2!3d28.6109708!4d77.0379477!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRdE5TMU1OamhSUlJBQuABAA!16zL20vMDRybHFy?entry=ttu"
Indira Gandhi Delhi Technical University for Women,"James Church, New Church Rd, Opp. St, Kashmere Gate, New Delhi, Delhi 110006",Universities in india,4.1,(408),011 2390 0220,"https://www.google.com/maps/place/Indira+Gandhi+Delhi+Technical+University+for+Women/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390cfd0683919c3b:0xf5fc331b74c2b9e2!8m2!3d28.6655361!4d77.2320079!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEUdGVjaG5pY2FsX3VuaXZlcnNpdHmaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkhNVjlmWkhGUlJSQULgAQA!16s%2Fm%2F09gnfv8?entry=ttu"
"Best MBA College in Noida, Delhi NCR | Jaipuria Institute of Management, Noida","A-32A, opposite Ibm India, Sector 62, Noida, Uttar Pradesh 201309",Universities in india,4.3,(294),0120 463 8300,"https://www.google.com/maps/place/Best+MBA+College+in+Noida,+Delhi+NCR+%7C+Jaipuria+Institute+of+Management,+Noida/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce548c76d4901:0xad50b8276a1b5fb8!8m2!3d28.6276016!4d77.3602215!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEHY29sbGVnZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VRMloyRllZVWxCRUFF4AEA!16s%2Fg%2F1tl9kz40?entry=ttu"
All India Institute Of Medical Sciences Delhi,"Sri Aurobindo Marg, Ansari Nagar, Ansari Nagar East, New Delhi, Delhi 110029",Universities in india,4.3,"(4,324)",N/A,"https://www.google.com/maps/place/All+India+Institute+Of+Medical+Sciences+Delhi/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce26f903969d7:0x8367180c6de2ecc2!8m2!3d28.5671774!4d77.2100451!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEObWVkaWNhbF9zY2hvb2yaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTm9aMkp5VlY5M1JSQULgAQA!16s%2Fm%2F0lq5p3v?entry=ttu"
Jamia Millia Islamia,"Jamia Millia Islamia, Jamia Nagar, Okhla, New Delhi, Delhi 110025",Universities in india,4.6,"(9,340)",011 2698 1717,"https://www.google.com/maps/place/Jamia+Millia+Islamia/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce351945f45eb:0xf96252dd41babf89!8m2!3d28.5615344!4d77.280143!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VONU5VeHBkVlZuRUFF4AEA!16zL20vMDQxNzJs?entry=ttu"
"Lovely Professional University, Punjab","World Trade Center, 5-7, Babar Rd, Near The Lalit New Delhi, Barakhamba, New Delhi, Delhi 110001",Universities in india,4.0,(107),011 2370 9131,"https://www.google.com/maps/place/Lovely+Professional+University,+Punjab/@28.6196718,76.9336746,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390cfd32312def79:0xbc2a273b0d565a80!8m2!3d28.6316023!4d77.2269149!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOQ2J5MWhaRlZCRUFF4AEA!16s%2Fg%2F1v2kvt_r?entry=ttu"
RGI Gurgaon : MBA Colleges India,"Pace City I, Sector 37,Near Hero Honda Chowk, NH-8, opposite Roseland Public School, Gurugram, Haryana 122001",Universities in india,4.1,(47),098115 53505,"https://www.google.com/maps/place/RGI+Gurgaon+:+MBA+Colleges+India/@28.4396338,76.7078246,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d17f618a3459f:0xad3f3efc913c87b3!8m2!3d28.4396338!4d77.0126952!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSAQ9idXNpbmVzc19zY2hvb2zgAQA!16s%2Fg%2F1tdc8594?entry=ttu"
La Trobe International India,"201, 2nd Floor Galleria Mall [DLF, Mayur Vihar Phase 1 Extension, Delhi, 110091",Universities in india,5.0,(7),N/A,"https://www.google.com/maps/place/La+Trobe+International+India/@28.5917857,76.9920785,11z/data=!3m1!5s0x390ce485ef418091:0x860ae972c13009d0!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce55390caee91:0xd723784cc262ab6a!8m2!3d28.5917857!4d77.2969491!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSARFwdWJsaWNfdW5pdmVyc2l0eeABAA!16s%2Fg%2F11fkvyqvbx?entry=ttu"
Arunachal Universities Of Studies,"J9FP+MVF, E Block, Sector 63, Noida, Uttar Pradesh 201301",Universities in india,4.2,(10),N/A,"https://www.google.com/maps/place/Arunachal+Universities+Of+Studies/@28.5917857,76.9920785,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ceff1a6fd0051:0x56bd6b3d973f1cb7!8m2!3d28.6241892!4d77.3871804!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWGSAQ9vcGVuX3VuaXZlcnNpdHngAQA!16s%2Fg%2F11gbfbrmvh?entry=ttu"
Delhi Skill and Entrepreneurship University,"G/Floor, Integrated Institute Of Technology, Complex, Dwarka Sector 9, Dwarka, New Delhi, Delhi, 110077",Universities in india,4.2,(554),N/A,"https://www.google.com/maps/place/Delhi+Skill+and+Entrepreneurship+University/@28.5824457,76.7577962,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1b1939555555:0x5cb3da8201a9355b!8m2!3d28.5824457!4d77.0626668!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMmRWOHlUMngzUlJBQuABAA!16s%2Fg%2F11jyk9d7qs?entry=ttu"
School of Planning and Architecture (SPA),"4, Block B, Beside State Bank Of India, Indraprashta Marg, IP Estate, New Delhi, Delhi 110002",Universities in india,4.5,(382),011 2370 2382,"https://www.google.com/maps/place/School+of+Planning+and+Architecture+(SPA)/@28.5824457,76.7577962,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390cfcd486ca7beb:0xcf2709c091921d4d!8m2!3d28.628641!4d77.2459523!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEHY29sbGVnZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUk5rdGxYM05SUlJBQuABAA!16zL20vMGdkajRs?entry=ttu"
India of colleges,"Pillar No.468,Bagga, Rithala, Rohini, New Delhi, Delhi 110085",Universities in india,3.8,(343),011 4108 8822,"https://www.google.com/maps/place/India+of+colleges/@28.5824457,76.7577962,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d06b31133a049:0xa8689cb8e082648!8m2!3d28.7203597!4d77.1017319!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEHY29sbGVnZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSUGRrbExiRkpCRUFF4AEA!16s%2Fg%2F11f30k6vn9?entry=ttu"
